nom;taille;temps;comparaison;echange;couleur
Tri pair impair;60;0.00015059998258948326;1534;742;#EE99AA
Tri pair impair;60;0.00017929996829479933;1711;943;#EE99AA
Tri pair impair;60;0.0001610000035725534;1711;705;#EE99AA
Tri pair impair;61;0.00014970003394410014;1500;743;#EE99AA
Tri pair impair;61;0.00018480001017451286;1800;994;#EE99AA
Tri pair impair;61;0.0001878999755717814;1740;980;#EE99AA
Tri pair impair;62;0.00019369996152818203;1830;1039;#EE99AA
Tri pair impair;62;0.0001566999708302319;1525;845;#EE99AA
Tri pair impair;62;0.0001878999755717814;1708;1003;#EE99AA
Tri pair impair;63;0.00019150000298395753;1860;938;#EE99AA
Tri pair impair;63;0.00019270001212134957;1922;957;#EE99AA
Tri pair impair;63;0.00020180002320557833;1984;1002;#EE99AA
Tri pair impair;64;0.00017559999832883477;1701;939;#EE99AA
Tri pair impair;64;0.00020559999393299222;1953;1104;#EE99AA
Tri pair impair;64;0.00021600001491606236;1953;1142;#EE99AA
Tri pair impair;65;0.00019669998437166214;1920;1007;#EE99AA
Tri pair impair;65;0.00020650000078603625;1984;1123;#EE99AA
Tri pair impair;65;0.00019400002202019095;1920;962;#EE99AA
Tri pair impair;66;0.00020519999088719487;1950;1091;#EE99AA
Tri pair impair;66;0.00021299999207258224;2015;1107;#EE99AA
Tri pair impair;66;0.0002095999661833048;2145;947;#EE99AA
Tri pair impair;67;0.0002060999977402389;2112;977;#EE99AA
Tri pair impair;67;0.00021919998107478023;2178;1027;#EE99AA
Tri pair impair;67;0.00023090001195669174;2046;1142;#EE99AA
Tri pair impair;68;0.0002128999913111329;2144;998;#EE99AA
Tri pair impair;68;0.0002196999848820269;2077;1206;#EE99AA
Tri pair impair;68;0.00023070001043379307;2211;1110;#EE99AA
Tri pair impair;69;0.00024779996601864696;2380;1298;#EE99AA
Tri pair impair;69;0.0002497999812476337;2312;1421;#EE99AA
Tri pair impair;69;0.00022900005569681525;2312;961;#EE99AA
Tri pair impair;70;0.00025049998657777905;2346;1379;#EE99AA
Tri pair impair;70;0.00022250000620260835;2277;1097;#EE99AA
Tri pair impair;70;0.0002745000529102981;2415;1328;#EE99AA
Tri pair impair;71;0.0002511999919079244;2380;1333;#EE99AA
Tri pair impair;71;0.00022439996246248484;2310;1028;#EE99AA
Tri pair impair;71;0.0002702000201679766;2450;1412;#EE99AA
Tri pair impair;72;0.0002741999924182892;2343;1200;#EE99AA
Tri pair impair;72;0.00026350002735853195;2556;1380;#EE99AA
Tri pair impair;72;0.0002864999696612358;2130;1323;#EE99AA
Tri pair impair;73;0.000265000038780272;2592;1367;#EE99AA
Tri pair impair;73;0.0002766999532468617;2664;1280;#EE99AA
Tri pair impair;73;0.00026429997524246573;2664;1386;#EE99AA
Tri pair impair;74;0.0002645000349730253;2409;1513;#EE99AA
Tri pair impair;74;0.0002568000345490873;2409;1455;#EE99AA
Tri pair impair;74;0.0002720000338740647;2628;1268;#EE99AA
Tri pair impair;75;0.0002562999725341797;2294;1377;#EE99AA
Tri pair impair;75;0.0003074000123888254;2664;1677;#EE99AA
Tri pair impair;75;0.00028979999478906393;2812;1444;#EE99AA
Tri pair impair;76;0.000269699958153069;2700;1257;#EE99AA
Tri pair impair;76;0.0002791999722830951;2475;1617;#EE99AA
Tri pair impair;76;0.00026599998818710446;2550;1268;#EE99AA
Tri pair impair;77;0.00028139998903498054;2584;1450;#EE99AA
Tri pair impair;77;0.0002775000175461173;2660;1380;#EE99AA
Tri pair impair;77;0.00030519999563694;2964;1649;#EE99AA
Tri pair impair;78;0.0002785000251606107;2849;1405;#EE99AA
Tri pair impair;78;0.00030399998649954796;2926;1432;#EE99AA
Tri pair impair;78;0.00028249999741092324;3003;1491;#EE99AA
Tri pair impair;79;0.00030209997203201056;2808;1557;#EE99AA
Tri pair impair;79;0.0002715999726206064;2730;1296;#EE99AA
Tri pair impair;79;0.00025159999495372176;2730;1398;#EE99AA
Tri pair impair;80;0.0002793999738059938;2686;1434;#EE99AA
Tri pair impair;80;0.00030940002761781216;3002;1602;#EE99AA
Tri pair impair;80;0.0002525000018067658;2686;1469;#EE99AA
Tri pair impair;81;0.0003375000087544322;3280;1797;#EE99AA
Tri pair impair;81;0.0003206999972462654;3200;1475;#EE99AA
Tri pair impair;81;0.0002840999513864517;2880;1633;#EE99AA
Tri pair impair;82;0.0003396999672986567;3321;1776;#EE99AA
Tri pair impair;82;0.0003250000299885869;2997;1697;#EE99AA
Tri pair impair;82;0.0003288000007160008;2916;1477;#EE99AA
Tri pair impair;83;0.00035470002330839634;3444;1771;#EE99AA
Tri pair impair;83;0.00033629999961704016;3280;1670;#EE99AA
Tri pair impair;83;0.00032650004141032696;3198;1632;#EE99AA
Tri pair impair;84;0.0003434999962337315;3320;1761;#EE99AA
Tri pair impair;84;0.00036319997161626816;3486;1883;#EE99AA
Tri pair impair;84;0.0003326000296510756;3154;1672;#EE99AA
Tri pair impair;85;0.0003451999509707093;3276;1763;#EE99AA
Tri pair impair;85;0.00033760000951588154;3276;1710;#EE99AA
Tri pair impair;85;0.0003150000120513141;3024;1623;#EE99AA
Tri pair impair;86;0.00035960000241175294;3570;1823;#EE99AA
Tri pair impair;86;0.00038819998735561967;3315;1900;#EE99AA
Tri pair impair;86;0.00035940000088885427;3485;1938;#EE99AA
Tri pair impair;87;0.00033379998058080673;3268;1784;#EE99AA
Tri pair impair;87;0.00035529996966943145;3354;1845;#EE99AA
Tri pair impair;87;0.0003782000276260078;3784;1784;#EE99AA
Tri pair impair;88;0.00037590001011267304;3741;1797;#EE99AA
Tri pair impair;88;0.0003988000098615885;3828;2213;#EE99AA
Tri pair impair;88;0.00033249997068196535;3132;1636;#EE99AA
Tri pair impair;89;0.00038869999116286635;3784;2051;#EE99AA
Tri pair impair;89;0.00039469997864216566;3960;1890;#EE99AA
Tri pair impair;89;0.00039519998244941235;3872;1873;#EE99AA
Tri pair impair;90;0.0003629999700933695;3827;1656;#EE99AA
Tri pair impair;90;0.00038569996831938624;3738;1943;#EE99AA
Tri pair impair;90;0.00038600002881139517;3916;1854;#EE99AA
Tri pair impair;91;0.00043349998304620385;4140;2151;#EE99AA
Tri pair impair;91;0.00043569999979808927;4140;2191;#EE99AA
Tri pair impair;91;0.00034689996391534805;3420;1804;#EE99AA
Tri pair impair;92;0.00039280002238228917;4095;2038;#EE99AA
Tri pair impair;92;0.0004189999890513718;4004;2321;#EE99AA
Tri pair impair;92;0.0004102999810129404;4004;2101;#EE99AA
Tri pair impair;93;0.00039950001519173384;3772;2034;#EE99AA
Tri pair impair;93;0.0004190000472590327;4232;2168;#EE99AA
Tri pair impair;93;0.00039549998473376036;4048;1926;#EE99AA
Tri pair impair;94;0.0004206000012345612;4092;2200;#EE99AA
Tri pair impair;94;0.000410800043027848;3999;1990;#EE99AA
Tri pair impair;94;0.0004057000041939318;3906;2045;#EE99AA
Tri pair impair;95;0.0004715999821200967;4042;2373;#EE99AA
Tri pair impair;95;0.0004559000371955335;4324;2290;#EE99AA
Tri pair impair;95;0.00041010003769770265;4042;2016;#EE99AA
Tri pair impair;96;0.0004751000087708235;4465;2465;#EE99AA
Tri pair impair;96;0.000450999999884516;4275;2528;#EE99AA
Tri pair impair;96;0.0004691999638453126;4465;2373;#EE99AA
Tri pair impair;97;0.00040120002813637257;4032;2131;#EE99AA
Tri pair impair;97;0.000438000017311424;4416;2134;#EE99AA
Tri pair impair;97;0.00044929998693987727;4320;2266;#EE99AA
Tri pair impair;98;0.0004415000439621508;4268;2312;#EE99AA
Tri pair impair;98;0.0004458999610505998;4365;2339;#EE99AA
Tri pair impair;98;0.0004765000194311142;4559;2539;#EE99AA
Tri pair impair;99;0.0004637999809347093;4704;2408;#EE99AA
Tri pair impair;99;0.0005003000260330737;4704;2318;#EE99AA
Tri pair impair;99;0.00047880003694444895;4704;2620;#EE99AA
Tri pair impair;100;0.0004278999986127019;4257;2079;#EE99AA
Tri pair impair;100;0.0004963999963365495;4752;2428;#EE99AA
Tri pair impair;100;0.0004569999873638153;4851;2544;#EE99AA
Tri pair impair;101;0.0004453000146895647;4400;2185;#EE99AA
Tri pair impair;101;0.0005005000275559723;4600;2513;#EE99AA
Tri pair impair;101;0.0005122000002302229;4800;2586;#EE99AA
Tri pair impair;102;0.0005146999610587955;4848;2649;#EE99AA
Tri pair impair;102;0.0005443999543786049;5050;2836;#EE99AA
Tri pair impair;102;0.0004927999689243734;4747;2450;#EE99AA
Tri pair impair;103;0.0005008000298403203;4998;2613;#EE99AA
Tri pair impair;103;0.0005524000152945518;5202;2744;#EE99AA
Tri pair impair;103;0.0005140999564900994;4998;2518;#EE99AA
Tri pair impair;104;0.0005404999828897417;5253;2734;#EE99AA
Tri pair impair;104;0.0005238999729044735;4944;2667;#EE99AA
Tri pair impair;104;0.0005380000220611691;5356;2569;#EE99AA
Tri pair impair;105;0.0005648999940603971;5200;3086;#EE99AA
Tri pair impair;105;0.0005498999962583184;5200;2706;#EE99AA
Tri pair impair;105;0.0005830000154674053;5408;3225;#EE99AA
Tri pair impair;106;0.0005914000212214887;5670;2942;#EE99AA
Tri pair impair;106;0.0005801999941468239;5565;2864;#EE99AA
Tri pair impair;106;0.0005437000072561204;5355;2605;#EE99AA
Tri pair impair;107;0.0005569999921135604;5300;3075;#EE99AA
Tri pair impair;107;0.0005621000309474766;5406;2733;#EE99AA
Tri pair impair;107;0.0005459999665617943;5088;2897;#EE99AA
Tri pair impair;108;0.0005284000071696937;5243;2666;#EE99AA
Tri pair impair;108;0.000560399959795177;5457;2833;#EE99AA
Tri pair impair;108;0.0005219000158831477;5136;2749;#EE99AA
Tri pair impair;109;0.0005763999652117491;5616;2998;#EE99AA
Tri pair impair;109;0.0006812000065110624;5832;3142;#EE99AA
Tri pair impair;109;0.0006225999677553773;5400;3036;#EE99AA
Tri pair impair;110;0.0006135000148788095;5886;3104;#EE99AA
Tri pair impair;110;0.0005797000485472381;5559;3166;#EE99AA
Tri pair impair;110;0.0006210000137798488;5886;2968;#EE99AA
Tri pair impair;111;0.0006082999752834439;5610;2950;#EE99AA
Tri pair impair;111;0.0005577999982051551;5610;2868;#EE99AA
Tri pair impair;111;0.0006141000194475055;5940;3120;#EE99AA
Tri pair impair;112;0.0006520999595522881;6105;3581;#EE99AA
Tri pair impair;112;0.00090970000019297;5994;3213;#EE99AA
Tri pair impair;112;0.0005817000055685639;5772;2930;#EE99AA
Tri pair impair;113;0.0005803999956697226;6048;2678;#EE99AA
Tri pair impair;113;0.0006152000278234482;5824;3337;#EE99AA
Tri pair impair;113;0.0006373999640345573;6272;3179;#EE99AA
Tri pair impair;114;0.0006770000327378511;6215;3849;#EE99AA
Tri pair impair;114;0.0005799999926239252;5763;2929;#EE99AA
Tri pair impair;114;0.0006682000239379704;6328;3355;#EE99AA
Tri pair impair;115;0.0006381000275723636;6498;3131;#EE99AA
Tri pair impair;115;0.0006490000523626804;6270;3045;#EE99AA
Tri pair impair;115;0.0006167999817989767;6042;3125;#EE99AA
Tri pair impair;116;0.0006587999523617327;6210;3289;#EE99AA
Tri pair impair;116;0.0006725999992340803;6210;3421;#EE99AA
Tri pair impair;116;0.0006532999686896801;6325;3503;#EE99AA
Tri pair impair;117;0.0007140000234358013;6612;3618;#EE99AA
